variable,test statistic,p.value,response,response1,response2,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
env1,14.066731731641791,0.001,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.785680882207188,0.001,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0678212362815465,0.377,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.309927310518536,0.162,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
env1,13.848992068585463,0.001,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.864105607177619,0.001,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4369325097060412,0.087,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,1
Noise,0.7937186647893264,0.731,UB,U,B,225,0.46999999999997044,dbrda,0,0,0,0,0,0,0,0,0,0
env1,14.163559638082331,0.001,UB,U,B,225,0.4199999999999591,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.360899494460233,0.001,UB,U,B,225,0.4199999999999591,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0992216257493084,0.327,UB,U,B,225,0.4199999999999591,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.213205824194076,0.211,UB,U,B,225,0.4199999999999591,dbrda,0,0,0,0,0,0,0,0,0,0
env1,14.008343478724841,0.001,UB,U,B,225,0.4300000000000068,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.711180765901362,0.001,UB,U,B,225,0.4300000000000068,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5851363202650746,0.961,UB,U,B,225,0.4300000000000068,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9529227640920314,0.505,UB,U,B,225,0.4300000000000068,dbrda,0,0,0,0,0,0,0,0,0,0
env1,14.226177478396204,0.001,UB,U,B,225,0.4700000000000273,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.868131076098248,0.001,UB,U,B,225,0.4700000000000273,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1929113618333538,0.223,UB,U,B,225,0.4700000000000273,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.086327964302581,0.356,UB,U,B,225,0.4700000000000273,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.615018978656767,0.001,UB,U,B,400,1.7900000000000205,dbrda,0,0,0,0,0,0,0,0,0,0
env2,26.623744209964407,0.001,UB,U,B,400,1.7900000000000205,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2291477183979327,0.189,UB,U,B,400,1.7900000000000205,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9455820782812794,0.511,UB,U,B,400,1.7900000000000205,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.613364162389296,0.001,UB,U,B,400,1.7399999999999523,dbrda,0,0,0,0,0,0,0,0,0,0
env2,26.25304694382095,0.001,UB,U,B,400,1.7399999999999523,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.024153822048478,0.42,UB,U,B,400,1.7399999999999523,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8757840848144477,0.613,UB,U,B,400,1.7399999999999523,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.650431637354785,0.001,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
env2,26.62742832238806,0.001,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1315654014187548,0.307,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8959725761875379,0.633,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.490746715869374,0.001,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
env2,26.687462597475005,0.001,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.225471092956592,0.204,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6567463956863309,0.9,UB,U,B,400,1.8000000000000114,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.57603721223846,0.001,UB,U,B,400,1.8500000000000227,dbrda,0,0,0,0,0,0,0,0,0,0
env2,26.67790637567145,0.001,UB,U,B,400,1.8500000000000227,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.404109211390264,0.11,UB,U,B,400,1.8500000000000227,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6921543350575105,0.874,UB,U,B,400,1.8500000000000227,dbrda,0,0,0,0,0,0,0,0,0,0
env1,41.61752867601606,0.001,UB,U,B,625,5.25,dbrda,0,0,0,0,0,0,0,0,0,0
env2,42.532248165511454,0.001,UB,U,B,625,5.25,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.982290878472727,0.464,UB,U,B,625,5.25,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5686450675859234,0.959,UB,U,B,625,5.25,dbrda,0,0,0,0,0,0,0,0,0,0
env1,41.58506010978771,0.001,UB,U,B,625,5.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env2,42.686801200406684,0.001,UB,U,B,625,5.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8234890299051225,0.689,UB,U,B,625,5.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0411016546283238,0.401,UB,U,B,625,5.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env1,41.248526712074174,0.001,UB,U,B,625,4.96999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env2,42.843105205130954,0.001,UB,U,B,625,4.96999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.810480533653644,0.702,UB,U,B,625,4.96999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.988855700108943,0.472,UB,U,B,625,4.96999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env1,40.87332662318098,0.001,UB,U,B,625,5.2999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env2,42.84890317245539,0.001,UB,U,B,625,5.2999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.888219078400325,0.596,UB,U,B,625,5.2999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.011996185855062,0.503,UB,U,B,625,5.2999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env1,41.52786319747461,0.001,UB,U,B,625,5.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
env2,42.88858595423703,0.001,UB,U,B,625,5.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9369445942569117,0.548,UB,U,B,625,5.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0022233299218457,0.452,UB,U,B,625,5.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
env1,60.40372801489608,0.001,UB,U,B,900,17.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,62.07615265472894,0.001,UB,U,B,900,17.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9351971474955816,0.546,UB,U,B,900,17.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.23321517635584,0.216,UB,U,B,900,17.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,60.07372490899258,0.001,UB,U,B,900,15.909999999999968,dbrda,0,0,0,0,0,0,0,0,0,0
env2,62.27884120740895,0.001,UB,U,B,900,15.909999999999968,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.067574228858563,0.347,UB,U,B,900,15.909999999999968,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8508199429799476,0.647,UB,U,B,900,15.909999999999968,dbrda,0,0,0,0,0,0,0,0,0,0
env1,60.291645026450794,0.001,UB,U,B,900,18.180000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
env2,62.31718875252684,0.001,UB,U,B,900,18.180000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9480898247976471,0.493,UB,U,B,900,18.180000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3555824787962156,0.15,UB,U,B,900,18.180000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
env1,60.294178788004004,0.001,UB,U,B,900,17.860000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env2,62.34772004504206,0.001,UB,U,B,900,17.860000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6743466561820017,0.859,UB,U,B,900,17.860000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.272552527498398,0.168,UB,U,B,900,17.860000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env1,60.19336248733915,0.001,UB,U,B,900,16.970000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
env2,62.37903149672723,0.001,UB,U,B,900,16.970000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9532989719324172,0.513,UB,U,B,900,16.970000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4361643784987852,0.091,UB,U,B,900,16.970000000000027,dbrda,0,0,0,0,0,0,0,0,0,1
env1,6.159912088838838,0.002,LL,L,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.778583950220589,0.004,LL,L,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.30035369677151974,0.821,LL,L,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9804932172570281,0.407,LL,L,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.857559554823694,0.013,LL,L,L,25,0.03000000000002956,dbrda,1,0,0,0,0,0,0,0,0,0
env2,6.4283154543010665,0.005,LL,L,L,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1105278096628206,0.301,LL,L,L,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4720679337803684,0.689,LL,L,L,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.847680615333768,0.016,LL,L,L,25,0.06999999999999318,dbrda,1,0,0,0,0,0,0,0,0,0
env2,6.23272410479875,0.004,LL,L,L,25,0.06999999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.806360640926204,0.461,LL,L,L,25,0.06999999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.713616384734935,0.515,LL,L,L,25,0.06999999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.740231774746572,0.01,LL,L,L,25,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.409312883124685,0.019,LL,L,L,25,0.12000000000000455,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,1.1040816853088715,0.336,LL,L,L,25,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5714817796490039,0.614,LL,L,L,25,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.737367678161899,0.007,LL,L,L,25,0.07000000000005002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.130285799599219,0.012,LL,L,L,25,0.07000000000005002,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,0.2918664606048223,0.851,LL,L,L,25,0.07000000000005002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4759085152799951,0.209,LL,L,L,25,0.07000000000005002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,29.31823540634889,0.001,LL,L,L,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.63476364650001,0.001,LL,L,L,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.42585046833325707,0.738,LL,L,L,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.4706429858666006,0.079,LL,L,L,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,1
env1,26.513407268931477,0.001,LL,L,L,100,0.19999999999998863,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.745374314528455,0.001,LL,L,L,100,0.19999999999998863,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.822807861728927,0.443,LL,L,L,100,0.19999999999998863,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8508554276457901,0.451,LL,L,L,100,0.19999999999998863,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.192574144108427,0.001,LL,L,L,100,0.17000000000001592,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.849538036885598,0.001,LL,L,L,100,0.17000000000001592,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.49126777442086267,0.675,LL,L,L,100,0.17000000000001592,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.2563268293001935,0.877,LL,L,L,100,0.17000000000001592,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.840329025327325,0.001,LL,L,L,100,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.88284802369989,0.001,LL,L,L,100,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6300601152141437,0.585,LL,L,L,100,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7732368761343732,0.455,LL,L,L,100,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.08253409391459,0.001,LL,L,L,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.268794909702734,0.001,LL,L,L,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.7315415298339356,0.149,LL,L,L,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.40915353496608,0.219,LL,L,L,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.39869835120297,0.001,LL,L,L,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env2,74.56933058135634,0.001,LL,L,L,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2063157475500588,0.307,LL,L,L,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.229043371575883,0.286,LL,L,L,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env1,72.4567346537227,0.001,LL,L,L,225,0.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
env2,74.23248504346488,0.001,LL,L,L,225,0.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7202216646354931,0.52,LL,L,L,225,0.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4031208823273162,0.229,LL,L,L,225,0.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
env1,75.49333649081917,0.001,LL,L,L,225,0.37000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,75.43413453509227,0.001,LL,L,L,225,0.37000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,3.0948846801766727,0.034,LL,L,L,225,0.37000000000000455,dbrda,0,0,0,0,0,0,0,1,1,1
Noise,0.32047979979089053,0.833,LL,L,L,225,0.37000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.4130011240482,0.001,LL,L,L,225,0.4800000000000182,dbrda,0,0,0,0,0,0,0,0,0,0
env2,73.39472956339667,0.001,LL,L,L,225,0.4800000000000182,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6290312056456705,0.555,LL,L,L,225,0.4800000000000182,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6489859997308052,0.575,LL,L,L,225,0.4800000000000182,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.22093607445635,0.001,LL,L,L,225,0.25,dbrda,0,0,0,0,0,0,0,0,0,0
env2,74.1396480068355,0.001,LL,L,L,225,0.25,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.2758751419467895,0.838,LL,L,L,225,0.25,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5791492428508493,0.593,LL,L,L,225,0.25,dbrda,0,0,0,0,0,0,0,0,0,0
env1,142.66993607678967,0.001,LL,L,L,400,1.509999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
env2,143.79165126445628,0.001,LL,L,L,400,1.509999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.22346078457073093,0.883,LL,L,L,400,1.509999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.36063094246433025,0.793,LL,L,L,400,1.509999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
env1,143.6070760335314,0.001,LL,L,L,400,1.4599999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
env2,143.23497655874144,0.001,LL,L,L,400,1.4599999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.08824798819180134,0.986,LL,L,L,400,1.4599999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2211604315475073,0.286,LL,L,L,400,1.4599999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
env1,144.77763903327804,0.001,LL,L,L,400,1.4099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
env2,144.08675372941755,0.001,LL,L,L,400,1.4099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0922670142478033,0.333,LL,L,L,400,1.4099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0651306929840378,0.334,LL,L,L,400,1.4099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
env1,143.19682815207779,0.001,LL,L,L,400,1.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
env2,143.90985588913307,0.001,LL,L,L,400,1.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.20236982846651738,0.923,LL,L,L,400,1.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3386741829456267,0.802,LL,L,L,400,1.4399999999999977,dbrda,0,0,0,0,0,0,0,0,0,0
env1,138.46587097073257,0.001,LL,L,L,400,1.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env2,144.43110274331897,0.001,LL,L,L,400,1.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9796028778542315,0.378,LL,L,L,400,1.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.16451808356106926,0.935,LL,L,L,400,1.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env1,238.95388886288399,0.001,LL,L,L,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.9478509081235,0.001,LL,L,L,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7736071616118378,0.461,LL,L,L,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3429617267324818,0.785,LL,L,L,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
env1,237.71537527191123,0.001,LL,L,L,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.46906881735998,0.001,LL,L,L,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7084591208456239,0.553,LL,L,L,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.21726195532155518,0.904,LL,L,L,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
env1,237.4659771706233,0.001,LL,L,L,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env2,238.5392792137089,0.001,LL,L,L,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3047910720450053,0.826,LL,L,L,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.2413880030984369,0.871,LL,L,L,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env1,236.9336295069753,0.001,LL,L,L,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env2,239.36460661370558,0.001,LL,L,L,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1912728413440559,0.295,LL,L,L,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.8816521628081377,0.133,LL,L,L,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env1,239.57122058128977,0.001,LL,L,L,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.64309212668405,0.001,LL,L,L,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.294712151557312,0.82,LL,L,L,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3397786477326732,0.246,LL,L,L,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.3241328793253,0.001,LL,L,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
env2,355.56698931260854,0.001,LL,L,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.05395314963541855,0.997,LL,L,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1240285899294593,0.305,LL,L,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,355.8470389776899,0.001,LL,L,L,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
env2,355.7234083778716,0.001,LL,L,L,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9984219575218316,0.116,LL,L,L,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1124510135941235,0.34,LL,L,L,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.41118775624267,0.001,LL,L,L,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
env2,357.59759186329006,0.001,LL,L,L,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.0202936650384404,0.127,LL,L,L,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8815148808968915,0.419,LL,L,L,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.36320699916365,0.001,LL,L,L,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env2,357.3396382313679,0.001,LL,L,L,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4174943877233793,0.72,LL,L,L,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.404956078649434,0.221,LL,L,L,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.8916128213039,0.001,LL,L,L,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,0
env2,358.4624217633359,0.001,LL,L,L,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.982355828388544,0.13,LL,L,L,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.242034048891397,0.092,LL,L,L,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,1
env2,5.6568782753773155,0.001,LB,L,B,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.9779285616170228,0.034,LB,L,B,25,0.10000000000002274,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.638852027324439,0.068,LB,L,B,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,1,1
Noise,1.2817389922660352,0.224,LB,L,B,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.389869080007104,0.001,LB,L,B,25,0.08999999999991815,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.9128020554877379,0.047,LB,L,B,25,0.08999999999991815,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.0703518928197477,0.331,LB,L,B,25,0.08999999999991815,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5185501360394622,0.91,LB,L,B,25,0.08999999999991815,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.366980328215286,0.001,LB,L,B,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
env1,2.0014873252084517,0.035,LB,L,B,25,0.09000000000003183,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.5742067974282903,0.116,LB,L,B,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.699363585387646,0.757,LB,L,B,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.249470415032699,0.001,LB,L,B,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.8436670335632892,0.056,LB,L,B,25,0.08000000000004093,dbrda,1,1,1,0,0,0,0,0,0,0
Noise,0.6864441311416636,0.783,LB,L,B,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9265408024953935,0.514,LB,L,B,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.301705054568052,0.001,LB,L,B,25,0.049999999999954525,dbrda,0,0,0,0,0,0,0,0,0,0
env1,2.232097362087514,0.013,LB,L,B,25,0.049999999999954525,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,2.4169458337576324,0.009,LB,L,B,25,0.049999999999954525,dbrda,0,0,0,0,0,1,1,1,1,1
Noise,2.0877853613239967,0.02,LB,L,B,25,0.049999999999954525,dbrda,0,0,0,0,0,0,1,1,1,1
env2,31.424362055017355,0.001,LB,L,B,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
env1,7.004814464376713,0.001,LB,L,B,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.095461805818597,0.351,LB,L,B,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.581773878121165,0.795,LB,L,B,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
env2,29.177659201057107,0.001,LB,L,B,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
env1,7.066541583473064,0.001,LB,L,B,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5562288022136246,0.115,LB,L,B,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7483620557564665,0.631,LB,L,B,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
env2,30.925390058553873,0.001,LB,L,B,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.905000151357153,0.001,LB,L,B,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5131794414486548,0.86,LB,L,B,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3800939103507002,0.954,LB,L,B,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
env2,32.68852200143335,0.001,LB,L,B,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
env1,7.315198487018588,0.001,LB,L,B,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.182753033109238,0.274,LB,L,B,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.6058433068583797,0.013,LB,L,B,100,0.18999999999994088,dbrda,0,0,0,0,0,0,1,1,1,1
env2,27.871861697258858,0.001,LB,L,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,7.078979871988594,0.001,LB,L,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
